title_text,date_of_publishing,article_full_url,image_urls
Vivun announces $18M Series A to keep growing pre-sales platform,"6:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/vivun-announces-18m-series-a-to-keep-growing-pre-sales-platform/,"https://techcrunch.com/wp-content/uploads/2020/10/GettyImages-1265972642.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/GettyImages-1265972642.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/GettyImages-1265972642.jpg?w=430&h=230&crop=1 430w"
Getaround raises a $140 million Series E amid rebound in short-distance travel,"6:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/getaround-raises-a-140-million-series-e-amid-rebound-in-short-distance-travel/,"https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-597436002-1.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-597436002-1.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-597436002-1.jpg?w=430&h=230&crop=1 430w"
Frontegg raises $5M to help SaaS companies build SaaS faster,"6:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/frontegg-raises-5m-to-help-saas-companies-build-saas-faster/,"https://techcrunch.com/wp-content/uploads/2020/10/Founder-image.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Founder-image.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Founder-image.jpg?w=430&h=230&crop=1 430w"
"Pitching tech to optimize building design for sustainability, Atlanta-based Cove.tool raises $5.7 million","6:00 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/pitching-tech-to-optimize-building-design-for-sustainability-atlanta-based-cove-tool-raises-5-7-million/,"https://techcrunch.com/wp-content/uploads/2020/10/1.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/1.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/1.jpg?w=430&h=230&crop=1 430w"
"Merging Airbnb and the traditional hotel model, Mexico City’s Casai raises $23 million to grow in Latin America","6:00 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/merging-airbnb-and-the-traditional-hotel-model-mexico-citys-casai-raises-23-million-to-grow-in-latin-america/,"https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1198265458.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1198265458.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1198265458.jpg?w=430&h=230&crop=1 430w"
"Augury taps $55M for tech that predicts machine faults from vibration, sound and temperature","5:43 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/augury-taps-55m-for-tech-that-predicts-machine-faults-from-vibration-sound-and-temperature/,"https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1022854924.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1022854924.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1022854924.jpg?w=430&h=230&crop=1 430w"
Engageli comes out of stealth with $14.5M and a new approach to teaching by video remotely,"4:31 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/engageli-comes-out-of-stealth-with-14-5m-and-a-new-approach-to-teaching-by-video-remotely/,"https://techcrunch.com/wp-content/uploads/2020/10/Engageli_Instructor_View_Of_Study_Groups_1.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Engageli_Instructor_View_Of_Study_Groups_1.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Engageli_Instructor_View_Of_Study_Groups_1.jpg?w=430&h=230&crop=1 430w"
Spendesk raises another $18 million for its corporate card and expense service,"10:11 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/spendesk-raises-another-18-million-for-its-corporate-card-and-expense-service/,"https://techcrunch.com/wp-content/uploads/2020/10/4-Spendesk-CRO-Jospeh-Smith-left-Spendesk-Co-Founder-CEO-Rodolphe-Ardant-right_2.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/4-Spendesk-CRO-Jospeh-Smith-left-Spendesk-Co-Founder-CEO-Rodolphe-Ardant-right_2.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/4-Spendesk-CRO-Jospeh-Smith-left-Spendesk-Co-Founder-CEO-Rodolphe-Ardant-right_2.jpg?w=430&h=230&crop=1 430w"
"Edge computing startup Edgify secures $6.5M seed from Octopus, Mangrove and semiconductor","10:05 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/edge-computing-startup-edgify-secures-6-5m-seed-from-octopus-mangrove-and-semiconductor/,"https://techcrunch.com/wp-content/uploads/2020/10/Edgify-founders.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Edgify-founders.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Edgify-founders.jpg?w=430&h=230&crop=1 430w"
Nym Health raises $16.5 million for its auditable machine learning tools for automating hospital billing,"9:35 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/nym-health-raises-14-million-for-its-auditable-machine-learning-tools-for-automating-hospital-billing/,"https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1211152561.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1211152561.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1211152561.jpg?w=430&h=230&crop=1 430w"
"Nuvemshop, a Latin American answer to Shopify, raises $30 million","7:37 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/nuvemshop-a-latin-american-answer-to-shopify-raises-30-million/,"https://techcrunch.com/wp-content/uploads/2019/08/GettyImages-115860512.jpeg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2019/08/GettyImages-115860512.jpeg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2019/08/GettyImages-115860512.jpeg?w=430&h=230&crop=1 430w"
"Caliber, with $2.2 million in seed funding, launches a fitness coaching platform","7:30 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/caliber-with-2-2-million-in-seed-funding-launches-a-fitness-coaching-platform/,"https://techcrunch.com/wp-content/uploads/2020/10/member_kai_0404.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/member_kai_0404.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/member_kai_0404.jpg?w=430&h=230&crop=1 430w"
Bipedal robot developer Agility announces $20M raise,"9:20 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/bipedal-robot-developer-agility-announces-20m-raise/,"https://techcrunch.com/wp-content/uploads/2020/01/GettyImages-1198107975.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/01/GettyImages-1198107975.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/01/GettyImages-1198107975.jpg?w=430&h=230&crop=1 430w"
Alpaca raises $10M Series A for its API-powered equities trading service,"8:30 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/alpaca-raises-10m-series-a-for-its-api-powered-equities-trading-service/,"https://techcrunch.com/wp-content/uploads/2020/10/Screen-Shot-2020-10-15-at-10.02.54-AM.png?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Screen-Shot-2020-10-15-at-10.02.54-AM.png?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Screen-Shot-2020-10-15-at-10.02.54-AM.png?w=430&h=230&crop=1 430w"
Koyeb raises $1.6 million for its serverless data-processing engine,"7:53 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/koyeb-raises-1-6-million-for-its-serverless-data-processing-engine/,"https://techcrunch.com/wp-content/uploads/2020/10/koyeb-team01.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/koyeb-team01.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/koyeb-team01.jpg?w=430&h=230&crop=1 430w"
"River, the latest venture from Wander founder Jeremy Fisher, launches with $10.4 million in funding","7:30 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/river-the-latest-venture-from-wander-founder-jeremy-fisher-launches-with-10-4-million-in-funding/,"https://techcrunch.com/wp-content/uploads/2020/10/three-screens.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/three-screens.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/three-screens.jpg?w=430&h=230&crop=1 430w"
Application security platform NeuraLegion raises $4.7 million seed led by DNX Ventures,"7:30 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/application-security-platform-neuralegion-raises-4-7-million-seed-led-by-dnx-ventures/,"https://techcrunch.com/wp-content/uploads/2020/10/Fun-NL.png?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Fun-NL.png?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Fun-NL.png?w=430&h=230&crop=1 430w"
Spain’s Savana Medica raises $15 million to bring to the US its AI toolkit turning clinical notes into care insights,"7:04 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/spains-savana-medica-raises-15-million-to-bring-its-ai-toolkit-turning-clinical-notes-into-care-insights-to-the-us/,"https://techcrunch.com/wp-content/uploads/2019/12/GettyImages-825454080.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2019/12/GettyImages-825454080.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2019/12/GettyImages-825454080.jpg?w=430&h=230&crop=1 430w"
South Korean startup Cochlear.ai raises $2 million Series A to detect the sounds missed by speech recognition,"2:19 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/south-korean-startup-cochlear-ai-raises-2-million-series-a-to-detect-the-sounds-missed-by-speech-recognition/,"https://techcrunch.com/wp-content/uploads/2020/10/cochl_team8.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/cochl_team8.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/cochl_team8.jpg?w=430&h=230&crop=1 430w"
"Sanity, a platform to build and manage content flows on sites, raises $9.3M from Ev Williams, Threshold and more","11:18 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/sanity-a-platform-to-build-and-manage-content-flows-on-sites-raises-9-3m-from-ev-williams-threshold-and-more/,"https://techcrunch.com/wp-content/uploads/2020/10/lighting-sanity.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/lighting-sanity.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/lighting-sanity.jpg?w=430&h=230&crop=1 430w"
Plenty has raised over $500 million to grow fruits and veggies indoors,"10:56 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/plenty-has-raised-over-500-million-to-grow-fruits-and-veggies-indoors/,"https://techcrunch.com/wp-content/uploads/2017/07/4625.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2017/07/4625.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2017/07/4625.jpg?w=430&h=230&crop=1 430w"
M1 Finance closes $45M Series C mere months after it raised its $33M Series B,"9:12 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/m1-finance-closes-45m-series-c-mere-months-after-it-raised-its-33m-series-b/,"https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=940&h=465&crop=1, https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=240&h=119&crop=1 240w, https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=700&h=346&crop=1 700w, https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=940&h=465&crop=1 940w"
"Databricks crossed $350M run rate in Q3, up from $200M one year ago","8:34 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/databricks-crossed-350m-run-rate-in-q3-up-from-200m-one-year-ago/,"https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=940&h=465&crop=1, https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=240&h=119&crop=1 240w, https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=700&h=346&crop=1 700w, https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=940&h=465&crop=1 940w"
"Playbook, a fitness platform that puts creators first, raises $9.3 million","7:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/playbook-a-fitness-platform-that-puts-creators-first-raises-9-3-million/,"https://techcrunch.com/wp-content/uploads/2020/10/playbook.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/playbook.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/playbook.jpg?w=430&h=230&crop=1 430w"
Dataloop raises $11M Series A round for its AI data management platform,"6:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/dataloop-raises-16m-for-its-ai-data-management-and-annotation-platform/,"https://techcrunch.com/wp-content/uploads/2020/10/team-photo.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/team-photo.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/team-photo.jpg?w=430&h=230&crop=1 430w"
Vivun announces $18M Series A to keep growing pre-sales platform,"6:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/vivun-announces-18m-series-a-to-keep-growing-pre-sales-platform/,"https://techcrunch.com/wp-content/uploads/2020/10/GettyImages-1265972642.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/GettyImages-1265972642.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/GettyImages-1265972642.jpg?w=430&h=230&crop=1 430w"
Getaround raises a $140 million Series E amid rebound in short-distance travel,"6:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/getaround-raises-a-140-million-series-e-amid-rebound-in-short-distance-travel/,"https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-597436002-1.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-597436002-1.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-597436002-1.jpg?w=430&h=230&crop=1 430w"
Frontegg raises $5M to help SaaS companies build SaaS faster,"6:30 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/frontegg-raises-5m-to-help-saas-companies-build-saas-faster/,"https://techcrunch.com/wp-content/uploads/2020/10/Founder-image.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Founder-image.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Founder-image.jpg?w=430&h=230&crop=1 430w"
"Pitching tech to optimize building design for sustainability, Atlanta-based Cove.tool raises $5.7 million","6:00 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/pitching-tech-to-optimize-building-design-for-sustainability-atlanta-based-cove-tool-raises-5-7-million/,"https://techcrunch.com/wp-content/uploads/2020/10/1.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/1.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/1.jpg?w=430&h=230&crop=1 430w"
"Merging Airbnb and the traditional hotel model, Mexico City’s Casai raises $23 million to grow in Latin America","6:00 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/merging-airbnb-and-the-traditional-hotel-model-mexico-citys-casai-raises-23-million-to-grow-in-latin-america/,"https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1198265458.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1198265458.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1198265458.jpg?w=430&h=230&crop=1 430w"
"Augury taps $55M for tech that predicts machine faults from vibration, sound and temperature","5:43 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/augury-taps-55m-for-tech-that-predicts-machine-faults-from-vibration-sound-and-temperature/,"https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1022854924.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1022854924.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1022854924.jpg?w=430&h=230&crop=1 430w"
Engageli comes out of stealth with $14.5M and a new approach to teaching by video remotely,"4:31 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/engageli-comes-out-of-stealth-with-14-5m-and-a-new-approach-to-teaching-by-video-remotely/,"https://techcrunch.com/wp-content/uploads/2020/10/Engageli_Instructor_View_Of_Study_Groups_1.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Engageli_Instructor_View_Of_Study_Groups_1.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Engageli_Instructor_View_Of_Study_Groups_1.jpg?w=430&h=230&crop=1 430w"
Spendesk raises another $18 million for its corporate card and expense service,"10:11 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/spendesk-raises-another-18-million-for-its-corporate-card-and-expense-service/,"https://techcrunch.com/wp-content/uploads/2020/10/4-Spendesk-CRO-Jospeh-Smith-left-Spendesk-Co-Founder-CEO-Rodolphe-Ardant-right_2.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/4-Spendesk-CRO-Jospeh-Smith-left-Spendesk-Co-Founder-CEO-Rodolphe-Ardant-right_2.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/4-Spendesk-CRO-Jospeh-Smith-left-Spendesk-Co-Founder-CEO-Rodolphe-Ardant-right_2.jpg?w=430&h=230&crop=1 430w"
"Edge computing startup Edgify secures $6.5M seed from Octopus, Mangrove and semiconductor","10:05 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/edge-computing-startup-edgify-secures-6-5m-seed-from-octopus-mangrove-and-semiconductor/,"https://techcrunch.com/wp-content/uploads/2020/10/Edgify-founders.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Edgify-founders.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Edgify-founders.jpg?w=430&h=230&crop=1 430w"
Nym Health raises $16.5 million for its auditable machine learning tools for automating hospital billing,"9:35 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/nym-health-raises-14-million-for-its-auditable-machine-learning-tools-for-automating-hospital-billing/,"https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1211152561.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1211152561.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1211152561.jpg?w=430&h=230&crop=1 430w"
"Nuvemshop, a Latin American answer to Shopify, raises $30 million","7:37 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/nuvemshop-a-latin-american-answer-to-shopify-raises-30-million/,"https://techcrunch.com/wp-content/uploads/2019/08/GettyImages-115860512.jpeg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2019/08/GettyImages-115860512.jpeg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2019/08/GettyImages-115860512.jpeg?w=430&h=230&crop=1 430w"
"Caliber, with $2.2 million in seed funding, launches a fitness coaching platform","7:30 pm IST, October 13, 2020",https://techcrunch.com/2020/10/13/caliber-with-2-2-million-in-seed-funding-launches-a-fitness-coaching-platform/,"https://techcrunch.com/wp-content/uploads/2020/10/member_kai_0404.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/member_kai_0404.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/member_kai_0404.jpg?w=430&h=230&crop=1 430w"
Bipedal robot developer Agility announces $20M raise,"9:20 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/bipedal-robot-developer-agility-announces-20m-raise/,"https://techcrunch.com/wp-content/uploads/2020/01/GettyImages-1198107975.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/01/GettyImages-1198107975.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/01/GettyImages-1198107975.jpg?w=430&h=230&crop=1 430w"
Alpaca raises $10M Series A for its API-powered equities trading service,"8:30 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/alpaca-raises-10m-series-a-for-its-api-powered-equities-trading-service/,"https://techcrunch.com/wp-content/uploads/2020/10/Screen-Shot-2020-10-15-at-10.02.54-AM.png?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Screen-Shot-2020-10-15-at-10.02.54-AM.png?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Screen-Shot-2020-10-15-at-10.02.54-AM.png?w=430&h=230&crop=1 430w"
Koyeb raises $1.6 million for its serverless data-processing engine,"7:53 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/koyeb-raises-1-6-million-for-its-serverless-data-processing-engine/,"https://techcrunch.com/wp-content/uploads/2020/10/koyeb-team01.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/koyeb-team01.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/koyeb-team01.jpg?w=430&h=230&crop=1 430w"
"River, the latest venture from Wander founder Jeremy Fisher, launches with $10.4 million in funding","7:30 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/river-the-latest-venture-from-wander-founder-jeremy-fisher-launches-with-10-4-million-in-funding/,"https://techcrunch.com/wp-content/uploads/2020/10/three-screens.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/three-screens.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/three-screens.jpg?w=430&h=230&crop=1 430w"
Application security platform NeuraLegion raises $4.7 million seed led by DNX Ventures,"7:30 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/application-security-platform-neuralegion-raises-4-7-million-seed-led-by-dnx-ventures/,"https://techcrunch.com/wp-content/uploads/2020/10/Fun-NL.png?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/Fun-NL.png?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/Fun-NL.png?w=430&h=230&crop=1 430w"
Spain’s Savana Medica raises $15 million to bring to the US its AI toolkit turning clinical notes into care insights,"7:04 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/spains-savana-medica-raises-15-million-to-bring-its-ai-toolkit-turning-clinical-notes-into-care-insights-to-the-us/,"https://techcrunch.com/wp-content/uploads/2019/12/GettyImages-825454080.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2019/12/GettyImages-825454080.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2019/12/GettyImages-825454080.jpg?w=430&h=230&crop=1 430w"
South Korean startup Cochlear.ai raises $2 million Series A to detect the sounds missed by speech recognition,"2:19 pm IST, October 15, 2020",https://techcrunch.com/2020/10/15/south-korean-startup-cochlear-ai-raises-2-million-series-a-to-detect-the-sounds-missed-by-speech-recognition/,"https://techcrunch.com/wp-content/uploads/2020/10/cochl_team8.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/cochl_team8.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/cochl_team8.jpg?w=430&h=230&crop=1 430w"
"Sanity, a platform to build and manage content flows on sites, raises $9.3M from Ev Williams, Threshold and more","11:18 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/sanity-a-platform-to-build-and-manage-content-flows-on-sites-raises-9-3m-from-ev-williams-threshold-and-more/,"https://techcrunch.com/wp-content/uploads/2020/10/lighting-sanity.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2020/10/lighting-sanity.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2020/10/lighting-sanity.jpg?w=430&h=230&crop=1 430w"
Plenty has raised over $500 million to grow fruits and veggies indoors,"10:56 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/plenty-has-raised-over-500-million-to-grow-fruits-and-veggies-indoors/,"https://techcrunch.com/wp-content/uploads/2017/07/4625.jpg?w=430&h=230&crop=1, https://techcrunch.com/wp-content/uploads/2017/07/4625.jpg?w=200&h=107&crop=1 200w, https://techcrunch.com/wp-content/uploads/2017/07/4625.jpg?w=430&h=230&crop=1 430w"
M1 Finance closes $45M Series C mere months after it raised its $33M Series B,"9:12 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/m1-finance-closes-45m-series-c-mere-months-after-it-raised-its-33m-series-b/,"https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=940&h=465&crop=1, https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=240&h=119&crop=1 240w, https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=700&h=346&crop=1 700w, https://techcrunch.com/wp-content/uploads/2020/02/money.jpg?w=940&h=465&crop=1 940w"
"Databricks crossed $350M run rate in Q3, up from $200M one year ago","8:34 pm IST, October 14, 2020",https://techcrunch.com/2020/10/14/databricks-crossed-350m-run-rate-in-q3-up-from-200m-one-year-ago/,"https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=940&h=465&crop=1, https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=240&h=119&crop=1 240w, https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=700&h=346&crop=1 700w, https://techcrunch.com/wp-content/uploads/2020/05/NSussman_Techcrunch_Exchange_v3_RD.jpg?w=940&h=465&crop=1 940w"
